FromId:START_ID¿ ToId:END_ID¿ RelationLabel:TYPE¿ RelationType¿ Arguments
257¿ 268¿ "CFG_parentOf"¿ "Epsilon"¿ "normal"
268¿ 270¿ "CFG_parentOf"¿ "Cond_True"¿ "normal"
268¿ 290¿ "CFG_parentOf"¿ "Cond_False"¿ "exit"
270¿ 290¿ "CFG_parentOf"¿ "Epsilon"¿ "exit"
252¿ 270¿ "PDG_parentOf"¿ "DataFlow"¿ "bonitaIframe"
257¿ 270¿ "PDG_parentOf"¿ "DataFlow"¿ "bonitaIframe"
"126"¿ "40"¿ "CG_parentOf"¿ "CallFlow"¿ ""
"254"¿ "223"¿ "CG_parentOf"¿ "CallFlow"¿ ""
"62"¿ ""¿ "ERDG"¿ "toggle"¿ """dispatch_event_inline_on__undefined___xx"""
"70"¿ ""¿ "ERDG"¿ "toggle"¿ """dispatch_event_inline_on__undefined___xx"""
"99"¿ "105"¿ "ERDG"¿ "click"¿ """register_listener_on__navdrawerContainer___undefined"""
"270"¿ ""¿ "ERDG"¿ "focus"¿ """dispatch_event_inline_on__undefined___xx"""
